file_x,file_y,decision,distance_l2
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0020.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0013.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0010.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0042.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0008.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0063.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0007.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0037.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0051.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0027.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ann_Veneman/Ann_Veneman_0008.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ann_Veneman/Ann_Veneman_0005.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0023.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0002.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alex_Sink/Alex_Sink_0003.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alex_Sink/Alex_Sink_0002.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0052.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0024.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0057.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0027.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0014.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0007.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0008.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Yes,0.0011
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0035.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0049.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0023.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0058.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0036.jpg,Yes,0.0016
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0011.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0004.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0039.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0033.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0019.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0001.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0069.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0059.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0036.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0020.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0024.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0006.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0016.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0007.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0040.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0021.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alastair_Campbell/Alastair_Campbell_0002.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alastair_Campbell/Alastair_Campbell_0004.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0008.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0034.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0073.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0061.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0009.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0047.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0050.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0015.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0036.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0034.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0030.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0018.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0021.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alejandro_Toledo/Alejandro_Toledo_0024.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0010.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0058.jpg,Yes,0.0016
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0034.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0014.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0029.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0016.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0028.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0002.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0022.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0011.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Anna_Kournikova/Anna_Kournikova_0012.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Anna_Kournikova/Anna_Kournikova_0010.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0046.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0032.jpg,Yes,0.0001
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0024.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0004.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0018.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0020.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0074.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0054.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0033.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0015.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Adrien_Brody/Adrien_Brody_0006.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Adrien_Brody/Adrien_Brody_0002.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0034.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0023.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0029.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0032.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0019.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Alvaro_Uribe/Alvaro_Uribe_0018.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0011.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0058.jpg,Yes,0.0016
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0020.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0012.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Antonio_Palocci/Antonio_Palocci_0005.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Antonio_Palocci/Antonio_Palocci_0003.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ashton_Kutcher/Ashton_Kutcher_0001.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ashton_Kutcher/Ashton_Kutcher_0003.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0018.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0005.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0056.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0030.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ali_Naimi/Ali_Naimi_0006.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ali_Naimi/Ali_Naimi_0003.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0076.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0065.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0002.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0019.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Abdullah/Abdullah_0004.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Abdullah/Abdullah_0002.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0016.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Amelie_Mauresmo/Amelie_Mauresmo_0020.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0076.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0044.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0030.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0011.jpg,Yes,0.0003
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0051.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0038.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0075.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0032.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0026.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Andre_Agassi/Andre_Agassi_0021.jpg,Yes,0.0
/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0077.jpg,/content/drive/My Drive/기업프로젝트-라젠/deepface/tests/lfw_funneled_samples/Ariel_Sharon/Ariel_Sharon_0047.jpg,Yes,0.0
